"","Codice","Territorio","Variable","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2009","X2008","X2010"
"179","'090","Toscana","DENS",151.8142177,152.0353781,152.1102488,152.9255864,155.0903277,156.4906358,157.4301618,158.2277347,159.9167765,162.225341,161.2549802,NA
"180","'100","Umbria","DENS",97.07085113,97.46725418,97.70483583,98.65256077,100.2859495,101.576861,102.6340935,103.2359118,104.5938761,106.5262227,105.7494998,NA
"181","'110","Marche","DENS",150.3715365,151.0190819,151.7550954,153.1454313,155.2318636,156.6711987,157.7057497,158.4576534,160.2076942,162.7466717,161.9113148,NA
"182","'120","Lazio","DENS",297.3799327,297.3249527,297.3715806,298.5503572,301.9928092,305.7543034,307.7736849,318.7118567,322.6402111,329.6517689,326.4516009,NA
"183","'130","Abruzzo","DENS",116.7940522,116.8107237,116.9397839,118.3051481,119.4769719,120.7197815,121.2805139,121.6976951,123.0161363,124.401568,124.0091947,NA
"184","'140","Molise","DENS",72.73667582,72.44120749,72.21547441,72.34568513,72.49215806,72.54984587,72.31413712,72.12642642,72.29858845,72.16135458,72.2888987,NA
"185","'150","Campania","DENS",420.5248552,419.9438372,419.5205386,421.2654081,423.8595492,425.9664288,426.1093991,426.0548011,427.6149649,428.5915481,427.7306361,NA
"186","'160","Puglia","DENS",208.3496193,207.8257261,207.5566204,207.8715666,208.7514658,210.1553888,210.3284964,210.2433115,210.5882353,210.9751058,210.7512695,NA
"187","'170","Basilicata","DENS",60.19530386,59.97410545,59.77902089,59.714286,59.73219565,59.68677117,59.4406385,59.16569031,59.13197213,58.9196577,59.09195056,NA
"188","'180","Calabria","DENS",134.4803691,133.864666,133.2592644,133.1113255,133.3729871,133.2357242,132.9139189,132.4919847,133.1322133,133.2398354,133.1986565,NA
"189","'190","Sicilia","DENS",194.2230337,193.6763851,193.1954937,193.3820795,194.5931377,194.9750305,195.1356986,195.122047,195.6207363,196.1383666,195.936394,NA
"190","'200","Sardegna","DENS",68.01284688,67.8622858,67.69839962,67.98034362,68.20687018,68.49562202,68.72912247,68.88545361,69.14174369,69.42348014,69.36523994,NA
"191","'001","Nord-Ovest","DENS",257.1933937,257.519174,257.7642963,259.4145303,262.580015,266.4094509,268.3526071,269.7315878,272.2943811,276.379796,274.6740684,NA
"192","'002","Nord-Est","DENS",170.0253446,170.8986751,171.6508497,173.4344658,175.6015353,177.9670998,179.3969804,180.7658911,182.9172945,186.3819146,185.1058543,NA
"193","'003","Centro","DENS",186.5648438,186.8083283,187.0062981,188.0950839,190.5470886,192.6351474,193.9263181,197.6818607,199.9942103,203.6750521,202.0968291,NA
"194","'004","Sud","DENS",190.6047704,190.1750842,189.8726496,190.4793244,191.4308607,192.3447453,192.3853059,192.2781684,192.990397,193.46243,193.2085641,NA
"195","'005","Isole","DENS",133.1686079,132.8073214,132.4795537,132.7227267,133.457547,133.7943856,133.9902842,134.0588567,134.4402926,134.8438163,134.7113699,NA
"196","'006","Italia","DENS",188.9023112,189.0288472,189.1415895,190.2231001,192.1053013,194.0105831,194.9707604,196.2304041,197.8498687,200.2426726,199.2628362,NA
"197","'010","Piemonte","UNEMFAM",NA,NA,NA,NA,NA,6.468101526,5.415958433,5.292032181,5.545435827,5.785677117,5.831516593,NA
"198","'020","Valle D'Aosta","UNEMFAM",NA,NA,NA,NA,NA,4.93473592,4.484391598,4.081191142,4.871672066,5.072566695,5.504608881,NA
"199","'030","Lombardia","UNEMFAM",NA,NA,NA,NA,NA,4.537301804,4.039108385,3.917641896,4.121028764,4.255435086,4.321573296,NA
"200","'070","Liguria","UNEMFAM",NA,NA,NA,NA,NA,7.081168212,6.696171814,6.982489346,7.069334309,6.603348087,6.591730755,NA
"201","'040","Trentino Alto Adige","UNEMFAM",NA,NA,NA,NA,NA,3.905772462,3.506618002,3.21892462,3.733906406,3.76357001,4.101353089,NA
"202","'021","Bolzano - Bozen","UNEMFAM",NA,NA,NA,NA,NA,2.949810274,2.610791903,2.361161113,3.18286334,3.067907737,3.38954999,NA
"203","'022","Trento","UNEMFAM",NA,NA,NA,NA,NA,4.818546886,4.361932426,4.040662671,4.263897644,4.43288973,4.788153862,NA
"204","'050","Veneto","UNEMFAM",NA,NA,NA,NA,NA,4.220555976,3.752815595,3.767954721,3.502041787,4.564022498,3.688078122,NA
"205","'060","Friuli Venezia Giulia","UNEMFAM",NA,NA,NA,NA,NA,6.062477962,5.858576281,4.779681279,5.011187298,5.529176964,5.48341863,NA
"206","'080","Emilia Romagna","UNEMFAM",NA,NA,NA,NA,NA,4.065811145,3.411331396,3.282771168,3.247171807,4.102542558,3.744163969,NA
"207","'090","Toscana","UNEMFAM",NA,NA,NA,NA,NA,5.121657434,4.231754714,4.275875225,5.001054203,4.168358859,4.527277369,NA
"208","'100","Umbria","UNEMFAM",NA,NA,NA,NA,NA,5.354360178,4.049853075,3.882964989,4.213110603,4.861216263,4.494732681,NA
"209","'110","Marche","UNEMFAM",NA,NA,NA,NA,NA,4.429192301,3.374883991,3.230357393,4.082405354,4.610456021,4.523769456,NA
"210","'120","Lazio","UNEMFAM",NA,NA,NA,NA,NA,5.762647878,5.326812594,5.237888779,5.315533196,5.949365464,5.697039651,NA
"211","'130","Abruzzo","UNEMFAM",NA,NA,NA,NA,NA,5.364505018,4.46131091,4.577876871,5.812860247,6.513152415,5.64373382,NA
"212","'140","Molise","UNEMFAM",NA,NA,NA,NA,NA,6.845991282,6.234768038,6.573138672,7.330365441,8.540466314,7.276546585,NA
"213","'150","Campania","UNEMFAM",NA,NA,NA,NA,NA,10.5535237,9.405169613,10.50270568,12.88171746,15.7462555,14.53864975,NA
"214","'160","Puglia","UNEMFAM",NA,NA,NA,NA,NA,10.60054183,8.518240558,8.497966491,9.748075194,11.80796532,10.47930359,NA
"215","'170","Basilicata","UNEMFAM",NA,NA,NA,NA,NA,7.924179926,6.728781468,5.923152092,7.23704894,8.472445631,8.398632895,NA
"216","'180","Calabria","UNEMFAM",NA,NA,NA,NA,NA,10.19397408,9.232735498,9.417332831,11.16539521,13.26336154,13.24440236,NA
"217","'190","Sicilia","UNEMFAM",NA,NA,NA,NA,NA,12.91267707,11.25721315,11.56029126,13.40188793,13.77252895,13.68986808,NA
"218","'200","Sardegna","UNEMFAM",NA,NA,NA,NA,NA,8.917573779,7.813530344,7.377619685,8.522856698,9.047622424,9.296293627,NA
"219","'001","Nord-Ovest","UNEMFAM",NA,NA,NA,NA,NA,5.317385497,4.676879877,4.59090291,4.800580921,4.90373475,4.96174906,NA
"220","'002","Nord-Est","UNEMFAM",NA,NA,NA,NA,NA,4.334846269,3.830183574,3.647019572,3.588053918,4.4210542,3.934738531,NA
"221","'003","Centro","UNEMFAM",NA,NA,NA,NA,NA,5.353063224,4.626787474,4.566410475,4.975326887,5.142457739,5.09192331,NA
"222","'004","Sud","UNEMFAM",NA,NA,NA,NA,NA,9.857586001,8.49349266,8.95190857,10.72772028,12.94417412,11.94769194,NA
"223","'005","Isole","UNEMFAM",NA,NA,NA,NA,NA,11.87607051,10.36588183,10.47927509,12.13906756,12.55218529,12.55305454,NA
"224","'006","Italia","UNEMFAM",NA,NA,NA,NA,NA,7.000615195,6.089128138,6.140429542,6.872617135,7.651037042,7.337550542,NA
"225","'010","Piemonte","UNEMLT",NA,NA,NA,NA,NA,2.341066548,1.990536411,1.807003251,1.824451854,2.898602653,2.175042846,NA
"226","'020","Valle D'Aosta","UNEMLT",NA,NA,NA,NA,NA,0.39382204,0.791968108,0.857395918,1.085927601,1.598983524,1.053699547,NA
"227","'030","Lombardia","UNEMLT",NA,NA,NA,NA,NA,1.392588927,1.370751101,1.306296098,1.178313755,1.798938998,1.290075814,NA
"228","'070","Liguria","UNEMLT",NA,NA,NA,NA,NA,2.500765099,2.162773756,1.981018195,1.524979837,2.275292036,1.888318275,NA
"229","'040","Trentino Alto Adige","UNEMLT",NA,NA,NA,NA,NA,0.517827743,0.587054662,0.537058311,0.636912826,0.734418201,0.602978399,NA
"230","'021","Bolzano - Bozen","UNEMLT",NA,NA,NA,NA,NA,0.326342039,0.389039108,0.404259919,0.593237273,0.617262215,0.441043163,NA
"231","'022","Trento","UNEMLT",NA,NA,NA,NA,NA,0.713059304,0.789504906,0.674104464,0.681622567,0.854846545,0.768957842,NA
"232","'050","Veneto","UNEMLT",NA,NA,NA,NA,NA,1.201274283,1.461976134,1.39303468,1.155971383,1.267602299,1.104688406,NA
"233","'060","Friuli Venezia Giulia","UNEMLT",NA,NA,NA,NA,NA,1.362306177,1.279544768,1.320356292,1.13527846,1.512507437,1.447591273,NA
"234","'080","Emilia Romagna","UNEMLT",NA,NA,NA,NA,NA,1.001585166,1.097246354,0.965159372,0.812429449,1.263325882,0.825850451,NA
"235","'090","Toscana","UNEMLT",NA,NA,NA,NA,NA,1.841994773,1.728079789,1.920310238,1.650306561,1.975148794,1.70122002,NA
"236","'100","Umbria","UNEMLT",NA,NA,NA,NA,NA,2.2906055,2.598276526,2.031170709,1.847312883,2.3367956,1.752973742,NA
"237","'110","Marche","UNEMLT",NA,NA,NA,NA,NA,1.58885688,1.717276163,1.533139278,1.479902189,2.070360268,1.599782885,NA
"238","'120","Lazio","UNEMLT",NA,NA,NA,NA,NA,4.002232207,3.946136874,3.856921799,3.234750442,4.24314397,3.293012313,NA
"239","'130","Abruzzo","UNEMLT",NA,NA,NA,NA,NA,3.422409402,3.565128442,3.002230625,2.869606405,3.38094487,2.847984928,NA
"240","'140","Molise","UNEMLT",NA,NA,NA,NA,NA,5.865371067,5.220562773,5.397891487,3.972471414,4.524080459,4.654203986,NA
"241","'150","Campania","UNEMLT",NA,NA,NA,NA,NA,8.18942914,8.605363886,7.344556652,6.022307919,7.332456,7.069482712,NA
"242","'160","Puglia","UNEMLT",NA,NA,NA,NA,NA,8.895056615,7.836530551,7.154536802,5.805703401,6.002182558,5.810776475,NA
"243","'170","Basilicata","UNEMLT",NA,NA,NA,NA,NA,7.088577518,6.582507646,5.849699472,5.174799988,6.151715504,6.019024081,NA
"244","'180","Calabria","UNEMLT",NA,NA,NA,NA,NA,7.988432016,8.438358444,7.097955683,6.177107167,5.855198377,6.112256357,NA
"245","'190","Sicilia","UNEMLT",NA,NA,NA,NA,NA,10.03679006,9.414127411,7.756221801,7.541769298,8.100390494,7.68822058,NA
"246","'200","Sardegna","UNEMLT",NA,NA,NA,NA,NA,6.94546783,6.926938898,5.56060694,4.566942788,5.9170678,5.937880935,NA
"247","'001","Nord-Ovest","UNEMLT",NA,NA,NA,NA,NA,1.747020134,1.610158544,1.502469348,1.386562856,2.143587376,1.587167594,NA
"248","'002","Nord-Est","UNEMLT",NA,NA,NA,NA,NA,1.080261779,1.225142278,1.145147562,0.974813017,1.242225368,0.987397936,NA
"249","'003","Centro","UNEMLT",NA,NA,NA,NA,NA,2.844117569,2.817706708,2.770121989,2.384378305,3.081575533,2.438798715,NA
"250","'004","Sud","UNEMLT",NA,NA,NA,NA,NA,7.775585931,7.661153133,6.679777039,5.550119669,6.170702314,5.988835392,NA
"251","'005","Isole","UNEMLT",NA,NA,NA,NA,NA,9.159274321,8.715721648,7.13774302,6.695219776,7.474762428,7.183351282,NA
"252","'006","Italia","UNEMLT",NA,NA,NA,NA,NA,3.838263033,3.727501711,3.286783122,2.847456563,3.431885605,3.043109992,NA
"253","'010","Piemonte","OCC",NA,NA,NA,NA,NA,48.44432972,48.78495864,49.12727052,49.22062227,48.49768337,49.41367297,NA
"254","'020","Valle D'Aosta","OCC",NA,NA,NA,NA,NA,52.87719819,51.91491246,52.172659,52.85078619,51.86110054,52.68502588,NA
"255","'030","Lombardia","OCC",NA,NA,NA,NA,NA,52.21560338,51.96565406,52.53479623,52.57274526,51.59586694,52.68465893,NA
"256","'070","Liguria","OCC",NA,NA,NA,NA,NA,43.50992214,44.03700547,44.87507749,45.76758588,45.49581458,45.85238464,NA
"257","'040","Trentino Alto Adige","OCC",NA,NA,NA,NA,NA,54.95097546,54.46340276,54.73594443,54.87172871,55.10755649,55.29897294,NA
"258","'021","Bolzano - Bozen","OCC",NA,NA,NA,NA,NA,57.41417145,57.11196778,57.52052131,57.30132767,57.75670219,57.92546551,NA
"259","'022","Trento","OCC",NA,NA,NA,NA,NA,52.63588312,51.97790994,52.11915167,52.58186358,52.61026528,52.82118406,NA
"260","'050","Veneto","OCC",NA,NA,NA,NA,NA,51.5130109,51.44051739,51.96397315,52.03125942,50.78626411,52.44015327,NA
"261","'060","Friuli Venezia Giulia","OCC",NA,NA,NA,NA,NA,47.86428935,47.98110469,49.33810179,49.50259469,47.6260196,49.13854584,NA
"262","'080","Emilia Romagna","OCC",NA,NA,NA,NA,NA,51.84971255,51.82099159,52.65854983,53.27005328,52.14934837,53.41521119,NA
"263","'090","Toscana","OCC",NA,NA,NA,NA,NA,47.75472636,47.99199668,48.85070197,48.74696063,48.63657689,49.20342828,NA
"264","'100","Umbria","OCC",NA,NA,NA,NA,NA,46.08245106,46.16657835,46.9931957,48.3076569,47.19467811,48.91159533,NA
"265","'110","Marche","OCC",NA,NA,NA,NA,NA,48.69584238,48.29936316,48.92037315,49.15423686,48.31634141,48.94145969,NA
"266","'120","Lazio","OCC",NA,NA,NA,NA,NA,46.73282083,46.41037559,46.89340253,47.26355156,46.70611182,47.35282571,NA
"267","'130","Abruzzo","OCC",NA,NA,NA,NA,NA,43.35778109,43.96123549,44.22493909,44.28399534,42.74142583,45.18542168,NA
"268","'140","Molise","OCC",NA,NA,NA,NA,NA,39.64652779,38.64059241,39.60732111,40.56137361,39.69628606,41.04759724,NA
"269","'150","Campania","OCC",NA,NA,NA,NA,NA,37.4005355,36.37951835,36.31093323,35.92092343,33.38204428,34.92258734,NA
"270","'160","Puglia","OCC",NA,NA,NA,NA,NA,36.59670862,35.88055962,36.73031092,37.39186762,35.83532008,37.34089958,NA
"271","'170","Basilicata","OCC",NA,NA,NA,NA,NA,38.40759907,38.38127957,39.06271517,38.58011748,37.56035025,38.65113989,NA
"272","'180","Calabria","OCC",NA,NA,NA,NA,NA,36.85490142,35.67801619,36.30116224,35.50247775,34.23110346,34.88221616,NA
"273","'190","Sicilia","OCC",NA,NA,NA,NA,NA,34.67349073,35.18723244,35.85670995,35.39298545,34.52022157,35.01953788,NA
"274","'200","Sardegna","OCC",NA,NA,NA,NA,NA,41.91026492,41.84109751,42.31242955,42.47116538,40.65333392,42.0929904,NA
"275","'001","Nord-Ovest","OCC",NA,NA,NA,NA,NA,50.23598825,50.23373459,50.76624953,50.92028223,50.09784943,51.05437945,NA
"276","'002","Nord-Est","OCC",NA,NA,NA,NA,NA,51.5270893,51.46011338,52.1766017,52.46992847,51.33564179,52.69736133,NA
"277","'003","Centro","OCC",NA,NA,NA,NA,NA,47.28065465,47.16031339,47.80962287,48.06947117,47.57178029,48.27366122,NA
"278","'004","Sud","OCC",NA,NA,NA,NA,NA,37.75073249,36.99552591,37.38278432,37.31151783,35.44522676,36.90835427,NA
"279","'005","Isole","OCC",NA,NA,NA,NA,NA,36.51450558,36.88013761,37.50414201,37.20143755,36.08805805,36.82757514,NA
"280","'006","Italia","OCC",NA,NA,NA,NA,NA,45.40966318,45.25044237,45.82700265,45.93584878,44.87022466,45.93108582,NA
"281","'010","Piemonte","UNEM",NA,NA,NA,NA,NA,5.252606613,4.662093375,4.03290118,4.229229571,6.840912287,5.049791006,NA
"282","'020","Valle D'Aosta","UNEM",NA,NA,NA,NA,NA,2.997983928,3.24318025,3.004572546,3.175686504,4.417509211,3.256012749,NA
"283","'030","Lombardia","UNEM",NA,NA,NA,NA,NA,4.046115376,4.087729232,3.700773771,3.429618842,5.359779463,3.725809187,NA
"284","'070","Liguria","UNEM",NA,NA,NA,NA,NA,5.76397606,5.753850408,4.767681692,4.820518366,5.699838964,5.365531372,NA
"285","'040","Trentino Alto Adige","UNEM",NA,NA,NA,NA,NA,2.91746785,3.161444132,2.829224943,2.73827369,3.179445277,2.805863267,NA
"286","'021","Bolzano - Bozen","UNEM",NA,NA,NA,NA,NA,2.652614976,2.754494421,2.591223499,2.578887388,2.857245804,2.359773925,NA
"287","'022","Trento","UNEM",NA,NA,NA,NA,NA,3.187501796,3.577507752,3.074839229,2.901434085,3.510644309,3.263093342,NA
"288","'050","Veneto","UNEM",NA,NA,NA,NA,NA,4.237752131,4.2395572,4.040505877,3.344282503,4.76202858,3.53603632,NA
"289","'060","Friuli Venezia Giulia","UNEM",NA,NA,NA,NA,NA,3.920440827,4.117027807,3.521049241,3.414135518,5.27469171,4.279695247,NA
"290","'080","Emilia Romagna","UNEM",NA,NA,NA,NA,NA,3.69679972,3.810572724,3.375254855,2.856330668,4.77381126,3.188483437,NA
"291","'090","Toscana","UNEM",NA,NA,NA,NA,NA,5.198853311,5.25423787,4.820410912,4.297887493,5.766244513,5.032992563,NA
"292","'100","Umbria","UNEM",NA,NA,NA,NA,NA,5.690865122,6.092914629,5.098231192,4.564538047,6.688241942,4.821579935,NA
"293","'110","Marche","UNEM",NA,NA,NA,NA,NA,5.318376019,4.68342992,4.540212031,4.167728309,6.626705937,4.650159782,NA
"294","'120","Lazio","UNEM",NA,NA,NA,NA,NA,7.940968326,7.720724131,7.546502016,6.381300838,8.49621848,7.506652467,NA
"295","'130","Abruzzo","UNEM",NA,NA,NA,NA,NA,7.924023591,7.863279415,6.537109699,6.219366181,8.056694552,6.555175029,NA
"296","'140","Molise","UNEM",NA,NA,NA,NA,NA,11.34319765,10.07621756,9.963913886,8.099021343,9.063630494,9.092193433,NA
"297","'150","Campania","UNEM",NA,NA,NA,NA,NA,15.63595899,14.90488271,12.87908211,11.23084163,12.94877684,12.58411673,NA
"298","'160","Puglia","UNEM",NA,NA,NA,NA,NA,15.47942662,14.62288209,12.77468039,11.16640155,12.6341677,11.5813127,NA
"299","'170","Basilicata","UNEM",NA,NA,NA,NA,NA,12.84727893,12.25693442,10.52251934,9.545840432,11.22632596,11.0731173,NA
"300","'180","Calabria","UNEM",NA,NA,NA,NA,NA,14.29161991,14.38432082,12.87542354,11.24134362,11.34427859,12.10992247,NA
"301","'190","Sicilia","UNEM",NA,NA,NA,NA,NA,17.2412677,16.22299208,13.50123082,12.95568296,13.88236752,13.79059371,NA
"302","'200","Sardegna","UNEM",NA,NA,NA,NA,NA,13.89544454,12.93181311,10.81970628,9.881904163,13.28095,12.22250096,NA
"303","'001","Nord-Ovest","UNEM",NA,NA,NA,NA,NA,4.527457018,4.394628874,3.886062433,3.778016337,5.790163677,4.239951446,NA
"304","'002","Nord-Est","UNEM",NA,NA,NA,NA,NA,3.879639095,3.966128126,3.62345902,3.109006763,4.674465796,3.412928124,NA
"305","'003","Centro","UNEM",NA,NA,NA,NA,NA,6.525915339,6.380068535,6.061922955,5.276388335,7.235151803,6.126911584,NA
"306","'004","Sud","UNEM",NA,NA,NA,NA,NA,14.3973801,13.77593818,11.99880159,10.51820793,11.9123152,11.39469191,NA
"307","'005","Isole","UNEM",NA,NA,NA,NA,NA,16.29150826,15.29882475,12.74587702,12.08097448,13.71003217,13.33829185,NA
"308","'006","Italia","UNEM",NA,NA,NA,NA,NA,8.045997247,7.723750166,6.785488689,6.090456574,7.788938517,6.741600067,NA
"309","'010","Piemonte","UNEM25",NA,NA,NA,NA,NA,4.271873196,3.617934953,3.178683288,3.488414289,5.623241237,4.327882068,NA
"310","'020","Valle D'Aosta","UNEM25",NA,NA,NA,NA,NA,2.551006248,2.764859006,2.572532236,2.566800638,3.535921245,2.64351095,NA
"311","'030","Lombardia","UNEM25",NA,NA,NA,NA,NA,3.220978734,3.305992987,2.991966269,2.680316542,4.391587925,3.049635738,NA
"312","'070","Liguria","UNEM25",NA,NA,NA,NA,NA,4.9168268,4.861449862,4.023267674,3.811828357,4.978400228,4.316698737,NA
"313","'040","Trentino Alto Adige","UNEM25",NA,NA,NA,NA,NA,2.412711973,2.592692599,2.299076348,2.320847334,2.551910268,2.392238754,NA
"314","'021","Bolzano - Bozen","UNEM25",NA,NA,NA,NA,NA,2.316850205,2.210454123,2.050092685,2.262749915,2.235964506,1.968474677,NA
"315","'022","Trento","UNEM25",NA,NA,NA,NA,NA,2.507934859,2.97287047,2.548294543,2.378778349,2.869898321,2.817546395,NA
"316","'050","Veneto","UNEM25",NA,NA,NA,NA,NA,3.583441789,3.463138459,3.336583943,2.920679491,4.010557915,2.962754767,NA
"317","'060","Friuli Venezia Giulia","UNEM25",NA,NA,NA,NA,NA,3.327056288,3.644681181,2.944527972,2.647851718,4.425463157,3.631994788,NA
"318","'080","Emilia Romagna","UNEM25",NA,NA,NA,NA,NA,3.089205842,3.309689814,2.869679228,2.339386997,3.909987765,2.667316372,NA
"319","'090","Toscana","UNEM25",NA,NA,NA,NA,NA,4.36416413,4.446526522,4.065186439,3.662000786,5.01370241,4.398338579,NA
"320","'100","Umbria","UNEM25",NA,NA,NA,NA,NA,4.852552003,4.962527967,4.291208891,3.887893352,5.728594964,4.084447741,NA
"321","'110","Marche","UNEM25",NA,NA,NA,NA,NA,4.288336974,3.804730556,3.950977847,3.727668772,5.374885051,4.036260849,NA
"322","'120","Lazio","UNEM25",NA,NA,NA,NA,NA,6.351078864,6.307623277,6.198290213,5.137562983,6.947498131,6.198295108,NA
"323","'130","Abruzzo","UNEM25",NA,NA,NA,NA,NA,6.652779502,6.647595728,5.44452966,5.345142667,6.981940444,5.511425247,NA
"324","'140","Molise","UNEM25",NA,NA,NA,NA,NA,9.556309481,8.239879507,8.476441612,6.732065623,7.705859145,7.389277677,NA
"325","'150","Campania","UNEM25",NA,NA,NA,NA,NA,12.79648095,12.01249178,10.36109793,9.068662471,10.59268001,10.53372609,NA
"326","'160","Puglia","UNEM25",NA,NA,NA,NA,NA,12.78826702,12.04896201,10.40453978,8.814334099,10.55800992,9.385737058,NA
"327","'170","Basilicata","UNEM25",NA,NA,NA,NA,NA,10.66457899,10.04944804,8.622039358,7.730509485,9.132754701,9.072259127,NA
"328","'180","Calabria","UNEM25",NA,NA,NA,NA,NA,11.48781249,11.36406437,10.75135418,9.495548035,9.675522536,10.13192331,NA
"329","'190","Sicilia","UNEM25",NA,NA,NA,NA,NA,13.96655758,12.86964972,10.65964864,10.44891296,11.58291053,11.22006524,NA
"330","'200","Sardegna","UNEM25",NA,NA,NA,NA,NA,11.29333037,10.77131977,8.919613882,7.835635645,10.83227957,10.05102046,NA
"331","'001","Nord-Ovest","UNEM25",NA,NA,NA,NA,NA,3.665081452,3.535949574,3.138184971,3.009286771,4.778432609,3.518245546,NA
"332","'002","Nord-Est","UNEM25",NA,NA,NA,NA,NA,3.262141548,3.34627193,3.023576799,2.613026958,3.883172634,2.867011802,NA
"333","'003","Centro","UNEM25",NA,NA,NA,NA,NA,5.313645791,5.259214973,5.052675472,4.381281516,6.023907475,5.172176916,NA
"334","'004","Sud","UNEM25",NA,NA,NA,NA,NA,11.79079992,11.16689629,9.765954774,8.524992536,9.902019828,9.425742657,NA
"335","'005","Isole","UNEM25",NA,NA,NA,NA,NA,13.20447466,12.27753417,10.16391076,9.698781177,11.3656253,10.88018898,NA
"336","'006","Italia","UNEM25",NA,NA,NA,NA,NA,6.522954184,6.243009181,5.501969571,4.92752223,6.44338744,5.568321645,NA
"337","'010","Piemonte","FAM4",NA,NA,NA,3.1,2.8,NA,2.7,3.1,3.1,3.1,3.1,NA
"338","'020","Valle D'Aosta","FAM4",NA,NA,NA,2.9,3.3,NA,2.9,2.4,2.6,3.1,2.8,NA
"339","'030","Lombardia","FAM4",NA,NA,NA,4.7,5,NA,4.6,4.4,4.4,4,4.3,NA
"340","'070","Liguria","FAM4",NA,NA,NA,2.1,2.3,NA,2.9,3.1,2.5,2.5,2.8,NA
"341","'040","Trentino Alto Adige","FAM4",NA,NA,NA,6.3,7,NA,7.8,7.4,7,6.4,6.7,NA
"342","'021","Bolzano - Bozen","FAM4",NA,NA,NA,9.1,9.2,NA,9.9,9.8,9.6,7.7,8.5,NA
"343","'022","Trento","FAM4",NA,NA,NA,3.8,5,NA,5.8,5.2,4.7,5.2,5.1,NA
"344","'050","Veneto","FAM4",NA,NA,NA,7.3,7.2,NA,6.8,6.2,5.4,5.8,5.6,NA
"345","'060","Friuli Venezia Giulia","FAM4",NA,NA,NA,3.3,3.5,NA,2.9,2.9,3.3,3.1,3.6,NA
"346","'080","Emilia Romagna","FAM4",NA,NA,NA,3.7,3.5,NA,4.4,4.8,4.6,4,4.1,NA
"347","'090","Toscana","FAM4",NA,NA,NA,5.4,5.1,NA,5,5.2,4.2,5.1,4.7,NA
"348","'100","Umbria","FAM4",NA,NA,NA,8.7,7.3,NA,5.5,6.4,6.7,5.6,5.7,NA
"349","'110","Marche","FAM4",NA,NA,NA,6.8,6.4,NA,6.1,6.8,6.6,6.2,5.6,NA
"350","'120","Lazio","FAM4",NA,NA,NA,5,5.2,NA,5.1,5.6,5.7,5,5,NA
"351","'130","Abruzzo","FAM4",NA,NA,NA,7.8,8.1,NA,7.8,8.3,7.5,6,6.4,NA
"352","'140","Molise","FAM4",NA,NA,NA,7.6,6,NA,6.8,8.2,7.2,6.5,6,NA
"353","'150","Campania","FAM4",NA,NA,NA,14.9,13.7,NA,13.1,13.5,12.9,11.6,11.9,NA
"354","'160","Puglia","FAM4",NA,NA,NA,10.8,10.5,NA,9.5,8.4,8.7,8.9,9.4,NA
"355","'170","Basilicata","FAM4",NA,NA,NA,9.5,9.7,NA,8.4,7.4,8.1,8,9.5,NA
"356","'180","Calabria","FAM4",NA,NA,NA,10.7,10.6,NA,10.2,10.2,9.1,8.2,7.6,NA
"357","'190","Sicilia","FAM4",NA,NA,NA,9.9,9.7,NA,8.5,8.2,7.3,8.8,7.7,NA
"358","'200","Sardegna","FAM4",NA,NA,NA,8.6,9.4,NA,10.4,9.1,8.2,7.1,7.8,NA
"359","'001","Nord-Ovest","FAM4",NA,NA,NA,3.9,4,NA,3.9,3.8,3.8,3.6,3.8,NA
"360","'002","Nord-Est","FAM4",NA,NA,NA,5.3,5.3,NA,5.5,5.4,5,4.8,4.9,NA
"361","'003","Centro","FAM4",NA,NA,NA,5.6,5.5,NA,5.2,5.7,5.4,5.2,5,NA
"362","'004","Sud","FAM4",NA,NA,NA,12,11.4,NA,10.7,10.6,10.2,9.5,9.8,NA
"363","'005","Isole","FAM4",NA,NA,NA,9.6,9.7,NA,8.9,8.4,7.5,8.4,7.7,NA
"364","'006","Italia","FAM4",NA,NA,NA,6.9,6.8,NA,6.5,6.5,6.2,5.9,5.9,NA
"365","'010","Piemonte","MAL",NA,NA,NA,35.6,35.4,NA,37.7,34.9,38.7,39.1,41,NA
"366","'020","Valle D'Aosta","MAL",NA,NA,NA,33.9,39.2,NA,30.2,35.2,38.2,38.3,40.9,NA
"367","'030","Lombardia","MAL",NA,NA,NA,34.6,36.4,NA,38.3,36,38.2,38.8,39,NA
"368","'070","Liguria","MAL",NA,NA,NA,40.8,40.2,NA,39.4,36.8,40.4,42.5,42.9,NA
"369","'040","Trentino Alto Adige","MAL",NA,NA,NA,32,30.4,NA,30.9,30.9,32.2,33.7,35.1,NA
"370","'021","Bolzano - Bozen","MAL",NA,NA,NA,30.1,28,NA,29.6,31.1,29.6,30.2,31.8,NA
"371","'022","Trento","MAL",NA,NA,NA,33.8,32.7,NA,32.1,30.7,34.7,37.1,38.2,NA
"372","'050","Veneto","MAL",NA,NA,NA,36.4,38,NA,38.3,38.1,37.6,39.2,40.3,NA
"373","'060","Friuli Venezia Giulia","MAL",NA,NA,NA,37.1,36.7,NA,37.2,37.7,36.7,40.2,40.6,NA
"374","'080","Emilia Romagna","MAL",NA,NA,NA,40,39.8,NA,41.6,37.5,44,43.1,42.8,NA
"375","'090","Toscana","MAL",NA,NA,NA,38.1,38.2,NA,37.1,37.5,43.5,40.4,40.5,NA
